,Index,Date,Year,Month,Amount,Label,Account,Description,Category
804,804,10/01/2020,2020,10-Oct,-30.4,Entertainment,Citi,NYTIMES 8006984637 NY,Entertainment
805,805,3/01/2021,2021,03-Mar,43.84,Music,Citi,Spotify,Entertainment
806,806,11/01/2021,2021,11-Nov,-43.83,Pharmacy,Citi,Walgreens,Medical/Healthcare
807,807,5/01/2021,2021,05-May,-18.52,Groceries,Citi,Whole Foods,Groceries
808,808,10/01/2020,2020,10-Oct,50.71,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 200401 WEB,Ignore
809,809,3/01/2020,2020,03-Mar,-29.28,Food & Dining,Citi,GrubHub,Take-Out
810,810,6/01/2022,2022,06-Jun,-98.15,Income,Citi,Autopay Rautopay Auto,Income
811,811,11/01/2021,2021,11-Nov,69.77,Interest Income,STATEMENT SAVINGS,INTEREST PAID 03/01 THROUGH 03/31,Income
812,812,4/01/2022,2022,04-Apr,2.14,Income,Checking,Venmo Cashout Ppd,Income
813,813,10/01/2020,2020,10-Oct,88.02,Groceries,Chase,Whole Foods,Groceries
814,814,6/01/2020,2020,06-Jun,-60.57,Food & Dining,Citi,GrubHub,Take-Out
815,815,7/01/2020,2020,07-Jul,-22.28,Food & Dining,Citi,GrubHub,Take-Out
816,816,7/01/2022,2022,07-Jul,-81.72,Shopping,Chase,Amazon,Personal Expenses
817,817,10/01/2020,2020,10-Oct,-40.23,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 200322 PPD,Ignore
818,818,11/01/2022,2022,11-Nov,6.77,Food & Dining,Citi,GrubHub,Take-Out
819,819,12/01/2022,2022,12-Dec,55.02,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
820,820,1/01/2020,2020,01-Jan,24.12,Groceries,Chase,Whole Foods,Groceries
821,821,8/01/2020,2020,08-Aug,-74.54,Alcohol & Bars,Citi,DRIZLY GREENWOOD WIN 7742341033 MA,Alcohol
822,822,4/01/2021,2021,04-Apr,-7.73,Income,Checking,Venmo Cashout Ppd,Income
823,823,1/01/2020,2020,01-Jan,11.25,Gas & Fuel,Citi,Shell,Gas
824,824,2/01/2021,2021,02-Feb,95.77,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
825,825,4/01/2022,2022,04-Apr,-74.69,Groceries,Chase,Whole Foods,Groceries
826,826,6/01/2022,2022,06-Jun,42.19,Entertainment,Citi,NYTIMES 8006984637 NY,Entertainment
827,827,6/01/2020,2020,06-Jun,31.4,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
828,828,8/01/2021,2021,08-Aug,10.99,Groceries,Chase,Whole Foods,Groceries
829,829,9/01/2021,2021,09-Sep,48.78,Restaurants,Citi,TST* EGGROLL CAFE 978-970-3411 MA,Take-Out
830,830,8/01/2022,2022,08-Aug,-31.97,Uncategorized,Checking,Venmo,Uncategorized
831,831,7/01/2022,2022,07-Jul,84.89,Hair,Citi,Prestige,Personal Care
832,832,2/01/2022,2022,02-Feb,77.49,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
833,833,6/01/2021,2021,06-Jun,-89.76,Music,Citi,Spotify,Entertainment
834,834,2/01/2020,2020,02-Feb,23.08,Gas & Fuel,Citi,Exxon,Gas
835,835,8/01/2021,2021,08-Aug,83.23,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 200302 WEB,Ignore
836,836,2/01/2022,2022,02-Feb,30.41,Coffee Shops,Citi,Dunkin Donuts,Coffee
837,837,10/01/2022,2022,10-Oct,-59.98,Groceries,Chase,Whole Foods,Groceries
838,838,1/01/2022,2022,01-Jan,8.39,Income,Citi,Autopay Rautopay Auto,Income
839,839,9/01/2020,2020,09-Sep,-74.02,Service & Parts,Citi,Toyota,Car Maintenance
840,840,2/01/2022,2022,02-Feb,17.89,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
841,841,5/01/2020,2020,05-May,-38.83,Restaurants,Citi,Lemon and Thyme Inc,Take-Out
842,842,1/01/2020,2020,01-Jan,-27.8,Coffee Shops,Citi,Dunkin Donuts,Coffee
843,843,12/01/2020,2020,12-Dec,62.03,Interest Income,STATEMENT SAVINGS,INTEREST PAID 02/01 THROUGH 02/29,Income
844,844,7/01/2022,2022,07-Jul,-95.98,Utilities,Citi,PACE ENERGY LOWELL MA,Utilities
845,845,5/01/2022,2022,05-May,-57.1,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
846,846,3/01/2020,2020,03-Mar,25.3,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
847,847,12/01/2020,2020,12-Dec,42.86,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 200221 PPD,Ignore
848,848,9/01/2022,2022,09-Sep,14.67,Income,Checking,Venmo Cashout Ppd,Income
849,849,1/01/2022,2022,01-Jan,67.87,Groceries,Chase,Whole Foods,Groceries
850,850,2/01/2021,2021,02-Feb,-41.44,Electronics & Software,Citi,UML ONTHEHUB COM 613-526-3005 DE,Personal Expenses
851,851,2/01/2022,2022,02-Feb,35.52,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
852,852,2/01/2022,2022,02-Feb,33.76,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
853,853,4/01/2022,2022,04-Apr,-53.13,Food & Dining,Citi,Aramark,Take-Out
854,854,9/01/2022,2022,09-Sep,42.21,Gas & Fuel,Citi,Exxon,Gas
855,855,12/01/2022,2022,12-Dec,0.61,Income,Checking,Internal Revenue Service,Income
856,856,2/01/2021,2021,02-Feb,37.39,Restaurants,Citi,BT LIFE ALIVE LJB9F3R 8889877537 PA,Take-Out
857,857,7/01/2020,2020,07-Jul,-70.42,Shopping,Citi,KEEPCUP PTY LTD FITZROY AUS,Personal Expenses
858,858,11/01/2022,2022,11-Nov,21.29,Groceries,Chase,Whole Foods,Groceries
859,859,3/01/2020,2020,03-Mar,-17.54,Groceries,Citi,Wine & Spirits,Groceries
860,860,6/01/2020,2020,06-Jun,-2.81,Income,Checking,MA State Tax,Income
861,861,5/01/2020,2020,05-May,94.33,Coffee Shops,Citi,Dunkin Donuts,Coffee
862,862,11/01/2022,2022,11-Nov,6.11,Coffee Shops,Citi,Dunkin Donuts,Coffee
863,863,12/01/2022,2022,12-Dec,-5.69,Groceries,Chase,Whole Foods,Groceries
864,864,2/01/2020,2020,02-Feb,3.56,Groceries,Chase,Whole Foods,Groceries
865,865,5/01/2021,2021,05-May,-96.95,Shopping,Chase,Amazon,Personal Expenses
866,866,4/01/2021,2021,04-Apr,-69.43,Shopping,Chase,Amazon,Personal Expenses
867,867,1/01/2020,2020,01-Jan,-52.58,Hobbies,Citi,Redbubble,Personal Expenses
868,868,9/01/2020,2020,09-Sep,21.86,Taxes,Citi,H&R Block,Personal Expenses
869,869,6/01/2021,2021,06-Jun,39.19,Alcohol & Bars,Citi,Lord Hobo Brewing Company LLC,Alcohol
870,870,11/01/2022,2022,11-Nov,15.46,Restaurants,Citi,TST* EGGROLL CAFE 978-970-3411 MA,Take-Out
871,871,8/01/2021,2021,08-Aug,67.4,Gas & Fuel,Citi,Gulf,Gas
872,872,7/01/2022,2022,07-Jul,29.43,Shopping,Chase,Amazon,Personal Expenses
873,873,3/01/2020,2020,03-Mar,73.81,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
874,874,12/01/2022,2022,12-Dec,-3.89,Coffee Shops,Citi,Dunkin Donuts,Coffee
875,875,4/01/2021,2021,04-Apr,63.31,Music,Citi,Spotify,Entertainment
876,876,3/01/2021,2021,03-Mar,-26.45,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 200203 WEB,Ignore
877,877,1/01/2020,2020,01-Jan,-63.29,Coffee Shops,Citi,Dunkin Donuts,Coffee
878,878,8/01/2021,2021,08-Aug,84.51,Groceries,Chase,Whole Foods,Groceries
879,879,2/01/2021,2021,02-Feb,91.27,Restaurants,Citi,1021 CAFFE NERO BURLIN BURLINGTON MA,Take-Out
880,880,12/01/2020,2020,12-Dec,-44.62,Pharmacy,Citi,Walgreens,Medical/Healthcare
881,881,9/01/2021,2021,09-Sep,39.2,Electronics & Software,Citi,Microsoft,Personal Expenses
882,882,9/01/2020,2020,09-Sep,-33.51,Food & Dining,Citi,GrubHub,Take-Out
883,883,12/01/2021,2021,12-Dec,46.38,Income,Citi,Autopay Rautopay Auto,Income
884,884,5/01/2020,2020,05-May,-93.7,Gas & Fuel,Citi,Shell,Gas
885,885,12/01/2021,2021,12-Dec,-89.71,Food & Dining,Citi,GrubHub,Take-Out
886,886,5/01/2021,2021,05-May,-34.03,Food & Dining,Citi,GrubHub,Take-Out
887,887,7/01/2020,2020,07-Jul,33.31,Groceries,Chase,Whole Foods,Groceries
888,888,7/01/2021,2021,07-Jul,-16.05,Interest Income,STATEMENT SAVINGS,INTEREST PAID 01/01 THROUGH 01/31,Income
889,889,11/01/2020,2020,11-Nov,-34.97,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
890,890,7/01/2020,2020,07-Jul,-5.54,Restaurants,Citi,TST* EGGROLL CAFE 978-970-3411 MA,Take-Out
891,891,1/01/2022,2022,01-Jan,-0.14,Books,Chase,Amazon Kindle,Education
892,892,4/01/2020,2020,04-Apr,10.32,Shopping,Chase,Amazon,Personal Expenses
893,893,2/01/2022,2022,02-Feb,-46.66,Food & Dining,Citi,GrubHub,Take-Out
894,894,4/01/2020,2020,04-Apr,-3.08,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
895,895,5/01/2022,2022,05-May,84.66,Food & Dining,Citi,GrubHub,Take-Out
896,896,5/01/2022,2022,05-May,97.07,Uncategorized,Checking,Venmo,Uncategorized
897,897,1/01/2021,2021,01-Jan,30.52,Alcohol & Bars,Citi,Liquor Junction,Alcohol
898,898,3/01/2022,2022,03-Mar,23.41,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
899,899,12/01/2020,2020,12-Dec,49.05,Shopping,Chase,Amazon,Personal Expenses
900,900,1/01/2021,2021,01-Jan,-5.72,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
901,901,8/01/2021,2021,08-Aug,-7.05,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
902,902,11/01/2021,2021,11-Nov,-3.04,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
903,903,10/01/2021,2021,10-Oct,8.81,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
904,904,1/01/2021,2021,01-Jan,-47.95,Restaurants,Citi,TST* EGGROLL CAFE 978-970-3411 MA,Take-Out
905,905,11/01/2021,2021,11-Nov,-90.94,Gas & Fuel,Citi,Shell,Gas
906,906,2/01/2020,2020,02-Feb,47.62,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 200122 PPD,Ignore
907,907,5/01/2020,2020,05-May,37.36,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
908,908,9/01/2022,2022,09-Sep,52.48,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
909,909,12/01/2021,2021,12-Dec,-75.58,Clothing,Citi,Urban Outfitters,Clothing
910,910,2/01/2022,2022,02-Feb,67.14,Shopping,Chase,Amazon,Personal Expenses
911,911,7/01/2022,2022,07-Jul,-93.81,Groceries,Chase,Whole Foods,Groceries
912,912,11/01/2021,2021,11-Nov,26.04,Shopping,Chase,Amazon,Personal Expenses
913,913,2/01/2020,2020,02-Feb,-33.79,Income,Checking,Venmo Cashout Ppd,Income
914,914,8/01/2022,2022,08-Aug,33.98,Income,Checking,Surcharge Rebate,Income
915,915,8/01/2022,2022,08-Aug,28.17,Alcohol & Bars,Citi,Liquor Junction,Alcohol
916,916,7/01/2020,2020,07-Jul,-12.83,Shopping,Chase,Amazon,Personal Expenses
917,917,3/01/2021,2021,03-Mar,-72.12,Groceries,Chase,Whole Foods,Groceries
918,918,8/01/2021,2021,08-Aug,44.06,Electronics & Software,Citi,ZAGG INC SALTLAKECITY UT,Personal Expenses
919,919,5/01/2020,2020,05-May,-14.2,Groceries,Citi,Wine & Spirits,Groceries
920,920,11/01/2022,2022,11-Nov,-67.11,Shopping,Chase,Amazon,Personal Expenses
921,921,5/01/2022,2022,05-May,-64.04,Shopping,Chase,Amazon,Personal Expenses
922,922,1/01/2020,2020,01-Jan,-57.13,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
923,923,9/01/2021,2021,09-Sep,-16.03,Groceries,Chase,Whole Foods,Groceries
924,924,4/01/2020,2020,04-Apr,56.52,Groceries,Chase,Whole Foods,Groceries
925,925,6/01/2021,2021,06-Jun,91.59,Food & Dining,Citi,GrubHub,Take-Out
926,926,1/01/2022,2022,01-Jan,-36.7,Food & Dining,Citi,GrubHub,Take-Out
927,927,1/01/2021,2021,01-Jan,-41.46,Music,Citi,Spotify,Entertainment
928,928,6/01/2022,2022,06-Jun,-77.3,Transfer,Checking, INST XFER 200102 WEB,Ignore
929,929,7/01/2020,2020,07-Jul,77.67,Bills & Utilities,Checking,CITI AUTOPAY PAYMENT 200101 WEB,Utilities
930,930,11/01/2020,2020,11-Nov,-20.85,Income,Citi,Autopay Rautopay Auto,Income
931,931,12/01/2022,2022,12-Dec,56.32,Shopping,Citi,JETPENS.COM 4153766755 CA,Personal Expenses
932,932,11/01/2022,2022,11-Nov,-81.44,Groceries,Chase,Whole Foods,Groceries
933,933,8/01/2020,2020,08-Aug,43.19,Interest Income,STATEMENT SAVINGS,INTEREST PAID 12/01 THROUGH 12/31,Income
934,934,12/01/2021,2021,12-Dec,-7.13,Income,Checking,Venmo Cashout Ppd,Income
935,935,1/01/2020,2020,01-Jan,34.51,Uncategorized,Checking,Venmo,Uncategorized
936,936,12/01/2021,2021,12-Dec,-52.89,Shopping,Chase,Amazon,Personal Expenses
937,937,11/01/2022,2022,11-Nov,-69.65,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 191222 PPD,Ignore
938,938,12/01/2020,2020,12-Dec,37.73,ATM Fee,Checking,TERMINAL SURCHARGE,Personal Expenses
939,939,11/01/2020,2020,11-Nov,93.91,Hair,Checking,9504 MAIN ST ATM MELROSE MA US 004240,Personal Care
940,940,9/01/2021,2021,09-Sep,17.3,Food & Dining,Citi,GrubHub,Take-Out
941,941,6/01/2022,2022,06-Jun,79.49,Food & Dining,Citi,GrubHub,Take-Out
942,942,6/01/2020,2020,06-Jun,-8.52,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
943,943,4/01/2022,2022,04-Apr,-32.99,Gas & Fuel,Citi,Exxon,Gas
944,944,1/01/2020,2020,01-Jan,75.57,Groceries,Citi,Wine & Spirits,Groceries
945,945,9/01/2022,2022,09-Sep,2.04,Gas & Fuel,Citi,Shell,Gas
946,946,9/01/2020,2020,09-Sep,68.17,Coffee Shops,Citi,Dunkin Donuts,Coffee
947,947,11/01/2020,2020,11-Nov,97.35,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
948,948,8/01/2021,2021,08-Aug,20.98,Food & Dining,Citi,Aramark,Take-Out
949,949,11/01/2021,2021,11-Nov,-46.95,Shopping,Chase,Amazon,Personal Expenses
950,950,8/01/2021,2021,08-Aug,-53.8,Food & Dining,Citi,GrubHub,Take-Out
951,951,10/01/2021,2021,10-Oct,23.97,Groceries,Citi,Whole Foods,Groceries
952,952,1/01/2021,2021,01-Jan,71.01,Transfer,Checking, INST XFER 191213 WEB,Ignore
953,953,7/01/2022,2022,07-Jul,-43.09,Entertainment,Citi,HMD* GOOD HOUSEKEEPING 8008882665 NY,Entertainment
954,954,5/01/2021,2021,05-May,27.6,Coffee Shops,Citi,Dunkin Donuts,Coffee
955,955,8/01/2021,2021,08-Aug,-48.04,Electronics & Software,Citi,Network Magic,Personal Expenses
956,956,10/01/2022,2022,10-Oct,-33.52,Shopping,Chase,Amazon,Personal Expenses
957,957,12/01/2022,2022,12-Dec,22.91,Restaurants,Citi,TST* SUPPA S PIZZA & S 978-970-3961 MA,Take-Out
958,958,5/01/2020,2020,05-May,22.53,Coffee Shops,Citi,Dunkin Donuts,Coffee
959,959,8/01/2021,2021,08-Aug,-37.16,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
960,960,4/01/2021,2021,04-Apr,18.25,Coffee Shops,Citi,Dunkin Donuts,Coffee
961,961,8/01/2022,2022,08-Aug,-41.57,Food & Dining,Citi,GrubHub,Take-Out
962,962,5/01/2020,2020,05-May,12.92,Income,Checking,MOBILE DEPOSIT,Income
963,963,9/01/2020,2020,09-Sep,23.84,Income,Checking,MOBILE DEPOSIT,Income
964,964,8/01/2022,2022,08-Aug,99.1,Income,Checking,MOBILE DEPOSIT,Income
965,965,9/01/2022,2022,09-Sep,-81.91,Home Improvement,Citi,Home Depot,Household
966,966,1/01/2020,2020,01-Jan,78.82,Gas & Fuel,Citi,Citgo,Gas
967,967,1/01/2020,2020,01-Jan,-77.76,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
968,968,4/01/2020,2020,04-Apr,-13.16,Coffee Shops,Citi,Dunkin Donuts,Coffee
969,969,1/01/2020,2020,01-Jan,-28.0,Food & Dining,Citi,Aramark,Take-Out
970,970,8/01/2022,2022,08-Aug,54.43,Groceries,Citi,"University Convenience, Inc.",Groceries
971,971,5/01/2021,2021,05-May,17.11,Food & Dining,Citi,GrubHub,Take-Out
972,972,8/01/2021,2021,08-Aug,83.08,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
973,973,2/01/2021,2021,02-Feb,-57.58,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
974,974,3/01/2022,2022,03-Mar,86.03,Income,Checking,Venmo Cashout Ppd,Income
975,975,7/01/2020,2020,07-Jul,-43.4,Income,Checking,Venmo Cashout Ppd,Income
976,976,6/01/2022,2022,06-Jun,18.29,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
977,977,4/01/2021,2021,04-Apr,4.45,Restaurants,Citi,TREMONTE PIZZERIA REST LOWELL MA,Take-Out
978,978,2/01/2020,2020,02-Feb,-44.98,Coffee Shops,Citi,Dunkin Donuts,Coffee
979,979,9/01/2020,2020,09-Sep,-61.62,Groceries,Citi,EO PRODUCTS 800-570-3775 CA,Groceries
980,980,2/01/2021,2021,02-Feb,85.76,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
981,981,11/01/2022,2022,11-Nov,-98.12,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
982,982,3/01/2021,2021,03-Mar,66.05,Food & Dining,Citi,Aramark,Take-Out
983,983,5/01/2021,2021,05-May,-32.93,Income,Checking,Usra Eft Ppd,Income
984,984,3/01/2020,2020,03-Mar,-39.76,Shopping,Chase,Amazon,Personal Expenses
985,985,9/01/2022,2022,09-Sep,-21.44,Shopping,Chase,Amazon,Personal Expenses
986,986,2/01/2020,2020,02-Feb,85.96,Music,Citi,Spotify,Entertainment
987,987,10/01/2021,2021,10-Oct,64.31,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 191202 WEB,Ignore
988,988,5/01/2021,2021,05-May,-96.99,Groceries,Citi,Wine & Spirits,Groceries
989,989,10/01/2021,2021,10-Oct,-76.47,Gas & Fuel,Citi,Exxon,Gas
990,990,5/01/2022,2022,05-May,37.14,Income,Citi,Autopay Rautopay Auto,Income
991,991,11/01/2022,2022,11-Nov,-73.56,Shopping,Chase,Amazon,Personal Expenses
992,992,2/01/2021,2021,02-Feb,0.76,Shopping,Chase,Amazon,Personal Expenses
993,993,1/01/2020,2020,01-Jan,14.19,Business Services,Citi,LinkedIn,Personal Expenses
994,994,10/01/2021,2021,10-Oct,-58.12,Interest Income,STATEMENT SAVINGS,INTEREST PAID 11/01 THROUGH 11/30,Income
995,995,6/01/2021,2021,06-Jun,0.43,Groceries,Citi,Wine & Spirits,Groceries
996,996,5/01/2022,2022,05-May,50.21,Uncategorized,Checking,Venmo,Uncategorized
997,997,7/01/2020,2020,07-Jul,-22.17,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
998,998,8/01/2020,2020,08-Aug,-41.86,Shopping,Chase,Amazon,Personal Expenses
999,999,7/01/2021,2021,07-Jul,-72.94,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 191122 PPD,Ignore
1000,1000,9/01/2021,2021,09-Sep,-33.92,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1001,1001,2/01/2021,2021,02-Feb,86.4,Shopping,Chase,Amazon,Personal Expenses
1002,1002,3/01/2022,2022,03-Mar,74.15,Food & Dining,Citi,GrubHub,Take-Out
1003,1003,1/01/2022,2022,01-Jan,43.2,Groceries,Citi,Whole Foods,Groceries
1004,1004,9/01/2020,2020,09-Sep,-89.45,Shopping,Chase,Amazon,Personal Expenses
1005,1005,8/01/2020,2020,08-Aug,-68.27,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1006,1006,6/01/2020,2020,06-Jun,-28.25,Books,Citi,CHEGG ORDER 8558681054 CA,Education
1007,1007,11/01/2021,2021,11-Nov,36.26,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
1008,1008,6/01/2020,2020,06-Jun,74.35,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1009,1009,6/01/2020,2020,06-Jun,-13.79,Coffee Shops,Citi,Dunkin Donuts,Coffee
1010,1010,12/01/2021,2021,12-Dec,-82.13,Shopping,Chase,Amazon,Personal Expenses
1011,1011,11/01/2022,2022,11-Nov,9.69,Food & Dining,Citi,GrubHub,Take-Out
1012,1012,10/01/2022,2022,10-Oct,-58.99,Gas & Fuel,Citi,Exxon,Gas
1013,1013,9/01/2022,2022,09-Sep,-79.58,Shopping,Chase,Amazon,Personal Expenses
1014,1014,5/01/2020,2020,05-May,89.38,Transfer,Checking, INST XFER 191115 WEB,Ignore
1015,1015,5/01/2022,2022,05-May,-84.97,Coffee Shops,Citi,Dunkin Donuts,Coffee
1016,1016,6/01/2022,2022,06-Jun,27.32,Groceries,Citi,Whole Foods,Groceries
1017,1017,11/01/2022,2022,11-Nov,12.04,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1018,1018,10/01/2021,2021,10-Oct,95.18,Food & Dining,Citi,Aramark,Take-Out
1019,1019,4/01/2022,2022,04-Apr,-92.67,Transfer,Checking, INST XFER 191113 WEB,Ignore
1020,1020,10/01/2020,2020,10-Oct,37.27,Gas & Fuel,Citi,Exxon,Gas
1021,1021,9/01/2021,2021,09-Sep,-0.61,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1022,1022,9/01/2020,2020,09-Sep,52.15,Groceries,Citi,Whole Foods,Groceries
1023,1023,2/01/2020,2020,02-Feb,53.56,Food & Dining,Citi,GrubHub,Take-Out
1024,1024,5/01/2021,2021,05-May,56.69,Savings,Checking,INTERNET TFR TO SAV 0016262386,Savings
1025,1025,12/01/2021,2021,12-Dec,79.94,Savings,Checking,INTERNET TFR TO SAV 0016262386,Savings
1026,1026,12/01/2020,2020,12-Dec,61.4,Electronics & Software,Citi,Best Buy,Personal Expenses
1027,1027,11/01/2021,2021,11-Nov,0.9,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1028,1028,4/01/2022,2022,04-Apr,-19.27,Income,STATEMENT SAVINGS,Internet Tfr Frm,Income
1029,1029,7/01/2022,2022,07-Jul,56.73,Income,STATEMENT SAVINGS,Internet Tfr Frm,Income
1030,1030,10/01/2022,2022,10-Oct,30.29,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1031,1031,8/01/2020,2020,08-Aug,15.64,Coffee Shops,Citi,Dunkin Donuts,Coffee
1032,1032,7/01/2022,2022,07-Jul,-46.45,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1033,1033,4/01/2021,2021,04-Apr,-89.0,Transfer,Checking, INST XFER 191106 WEB,Ignore
1034,1034,4/01/2021,2021,04-Apr,90.02,Hotel,Citi,Hilton,Vacation/Travel
1035,1035,10/01/2021,2021,10-Oct,66.51,Gas & Fuel,Citi,Gate,Gas
1036,1036,6/01/2022,2022,06-Jun,72.66,Restaurants,Citi,PAPI'S CARIBBEAN GRILL ATLANTA GA,Take-Out
1037,1037,12/01/2021,2021,12-Dec,50.67,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1038,1038,3/01/2021,2021,03-Mar,-29.26,Hotel,Citi,Hilton,Vacation/Travel
1039,1039,10/01/2022,2022,10-Oct,66.2,Income,Checking,Usra Eft Ppd,Income
1040,1040,3/01/2021,2021,03-Mar,-84.97,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1041,1041,2/01/2021,2021,02-Feb,-20.99,Hotel,Citi,Hilton,Vacation/Travel
1042,1042,12/01/2022,2022,12-Dec,-21.82,Food & Dining,Citi,NEWSLINK 2 BOS E BOSTON MA,Take-Out
1043,1043,7/01/2020,2020,07-Jul,-92.39,Gas & Fuel,Citi,Exxon,Gas
1044,1044,5/01/2020,2020,05-May,12.47,Music,Citi,Spotify,Entertainment
1045,1045,6/01/2021,2021,06-Jun,26.63,Bills & Utilities,Checking,CITI AUTOPAY PAYMENT 191101 WEB,Utilities
1046,1046,12/01/2020,2020,12-Dec,-66.73,Groceries,Citi,Wine & Spirits,Groceries
1047,1047,10/01/2020,2020,10-Oct,-20.96,Education,Citi,SQ *SHOCK & VIBRAT Atlanta GA,Education
1048,1048,7/01/2022,2022,07-Jul,-57.09,Food & Dining,Citi,GrubHub,Take-Out
1049,1049,10/01/2020,2020,10-Oct,72.33,Income,Citi,Autopay Rautopay Auto,Income
1050,1050,6/01/2021,2021,06-Jun,12.57,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1051,1051,6/01/2021,2021,06-Jun,-75.59,Interest Income,STATEMENT SAVINGS,INTEREST PAID 10/01 THROUGH 10/31,Income
1052,1052,1/01/2022,2022,01-Jan,-86.08,Business Services,Citi,LinkedIn,Personal Expenses
1053,1053,3/01/2022,2022,03-Mar,92.14,Transfer,Checking, INST XFER 191028 WEB,Ignore
1054,1054,10/01/2020,2020,10-Oct,-94.23,Food & Dining,Citi,Aramark,Take-Out
1055,1055,8/01/2021,2021,08-Aug,-65.6,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1056,1056,7/01/2021,2021,07-Jul,70.45,Groceries,Citi,Whole Foods,Groceries
1057,1057,4/01/2020,2020,04-Apr,74.88,Shopping,Citi,PAYHERE (PVT) LTD (USD KALUTARA LKA,Personal Expenses
1058,1058,7/01/2022,2022,07-Jul,84.97,Fast Food,Citi,My Brothers Place,Take-Out
1059,1059,11/01/2022,2022,11-Nov,-30.85,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1060,1060,12/01/2020,2020,12-Dec,-14.29,Gas & Fuel,Citi,Exxon,Gas
1061,1061,7/01/2022,2022,07-Jul,3.64,Books,Citi,CHEGG ORDER 8558681054 CA,Education
1062,1062,1/01/2020,2020,01-Jan,20.8,Shopping,Chase,Amazon,Personal Expenses
1063,1063,10/01/2022,2022,10-Oct,-9.57,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
1064,1064,3/01/2022,2022,03-Mar,31.01,Groceries,Citi,Whole Foods,Groceries
1065,1065,6/01/2021,2021,06-Jun,-18.71,Shopping,Chase,Amazon,Personal Expenses
1066,1066,6/01/2022,2022,06-Jun,15.73,Groceries,Citi,Whole Foods,Groceries
